index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
881,Netaji Subhash Apartments,"1 BHK Flat for rent in Sector 13 Dwarka, Dwarka Delhi","Sector 13 Dwarka, Dwarka Delhi",Super Built-up Area,13000.0,550,1,1,4.1,28.6058267,77.0363145,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Dwarka Delhi
882,"DLF Phase 2, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,75000.0,2500,3,3,0.0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
883,Parx Laureate,4 BHK Flat for rent in Sector 108 Noida,Sector 108 Noida,Super Built-up Area,90000.0,3995,4,5,0.0,28.52660665,77.37679362664534,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
884,Silver Estate,"2 BHK Flat for rent in Govindpuri, Gwalior","Govindpuri, Gwalior",Carpet Area,15000.0,1000,2,2,0.0,26.2037247,78.1573628,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gwalior
885,Guardian Eastern Meadows,"2 BHK Flat for rent in Kharadi, Pune","Kharadi, Pune",Carpet Area,30000.0,790,2,2,0.0,18.5512763,73.9416575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Pune
886,ARS Farm Side Apartments,"3 BHK Independent Builder Floor for rent in Chattarpur, South Delhi","Chattarpur, South Delhi",Carpet Area,30000.0,1500,3,3,0.0,28.503846,77.183032,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
888,Omkar Ananta,"2 BHK Flat for rent in Goregaon East, Mumbai","Goregaon East, Mumbai",Carpet Area,68000.0,625,2,2,0.0,19.1692623,72.8552548,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
890,Emaar MGF Emerald Estate,3 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,52000.0,1395,3,3,3.8,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
891,Ireo The Corridors,3 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,54000.0,1966,3,3,0.0,28.47224985,76.96540457531492,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
892,Hiranandani Avalon,"2 BHK Flat for rent in Hiranandani Gardens Powai, Mumbai","Hiranandani Gardens Powai, Mumbai",Super Built-up Area,90000.0,1150,2,2,4.1,19.114405,72.91104954195528,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Mumbai
893,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","Hinjewadi, Pune",Super Built-up Area,21500.0,900,2,2,4.3,18.5731322,73.690766375,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Pune
896,"Block C Sector 44, Noida",4 Bedroom House for rent in Block C Sector 44 Noida,Block C Sector 44 Noida,Plot Area,80000.0,2583,4,4,0.0,28.5706333,77.3272147,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
897,"Block B Sector 44, Noida",3 Bedroom House for rent in Block B Sector 44 Noida,Block B Sector 44 Noida,Plot Area,60000.0,2583,3,4,0.0,28.4715494,77.53058811308878,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
898,Shapoorji Pallonji Vicinia,"2 BHK Flat for rent in Chandivali, Mumbai","Chandivali, Mumbai",Super Built-up Area,75000.0,1250,2,2,0.0,19.1091482,72.8945793,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
899,Everest World Apartment,2 BHK Flat for rent in Thane West,Thane West,Carpet Area,36000.0,640,2,2,0.0,19.186483,72.9757664,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane West
900,"Vikas Puri, West Delhi","3 BHK Independent Builder Floor for rent in Vikas Puri, West Delhi","Vikas Puri, West Delhi",Carpet Area,30999.0,1170,3,3,0.0,28.6301441,77.0682683,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",West Delhi
901,Central Park The Room,1 BHK Serviced Apartment for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,79999.0,1325,1,1,0.0,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
902,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,65001.0,1516,2,2,0.0,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23782/6/475646052T-1708777874565.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://mediacdn.99acres.com/media1/17489/13/349793532O-1647325169523.jpeg', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
903,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,24000.0,598,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23982/18/479658690M-1710331269349.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
904,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,23999.0,598,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
905,Shree Vardhman Mantra,2 BHK Flat for rent in Sector 67 Gurgaon,Sector 67 Gurgaon,Super Built-up Area,22000.0,800,2,2,3.7,28.3864052,77.0598046,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
906,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,24000.0,598,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
907,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,23500.0,598,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
908,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,24000.0,598,2,2,0.0,28.39902465,76.97068963789224,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
911,Prateek Grand City,"2 BHK Flat for rent in Siddhartha Vihar, Ghaziabad","Siddhartha Vihar, Ghaziabad",Super Built-up Area,21800.0,1155,2,2,4.0,28.6711527,77.4120356,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
913,DLF Exclusive Floors,"3 BHK Flat for rent in DLF Phase 5, Gurgaon","DLF Phase 5, Gurgaon",Carpet Area,72000.0,1800,3,3,4.1,28.50344495,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
914,"Kailash Colony, South Delhi","3 BHK Independent Builder Floor for rent in Kailash Colony, South Delhi","Kailash Colony, South Delhi",Carpet Area,70000.0,1400,3,3,0.0,28.5530522,77.2429694,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
915,DDA Flats Sector B Pocket 11,"3 BHK Flat for rent in Vasant Kunj, South Delhi","Vasant Kunj, South Delhi",Carpet Area,70000.0,1800,3,3,0.0,28.51319,77.16137308119117,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
916,Vatika City,3 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,65000.0,2410,3,3,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
918,Emaar Mgf Emerald Floors,4 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,54000.0,1750,4,3,3.9,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
922,Central Park The Room,1 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,85000.0,1450,1,1,0.0,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
923,Prateek Grand City,"2 BHK Flat for rent in Siddhartha Vihar, Ghaziabad","Siddhartha Vihar, Ghaziabad",Super Built-up Area,20100.0,1155,2,2,4.0,28.6711527,77.4120356,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
926,"Saket, South Delhi","2 BHK Independent Builder Floor for rent in Saket, South Delhi","Saket, South Delhi",Built-up Area,50000.0,1350,2,1,0.0,28.5244107,77.2137253,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",South Delhi
927,DDA Flats,"3 BHK Flat for rent in Saket, South Delhi","Saket, South Delhi",Built-up Area,70000.0,1850,3,3,0.0,28.5244107,77.2137253,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23775/9/475509100T-1708747080390.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",South Delhi
929,PVS Silver Springs,"3 BHK Flat for rent in Perumanna, Calicut","Perumanna, Calicut",Super Built-up Area,19700.0,1169,3,2,0.0,11.24153765,75.87203374145756,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Calicut
930,Zodiac Apartments,"3 BHK Flat for rent in Vrindavan Yojna, Lucknow","Vrindavan Yojna, Lucknow",Super Built-up Area,20000.0,1535,3,2,0.0,26.8381,80.9346001,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Lucknow
