,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images
1212,ACE Golfshire,3 BHK Flat for rent in Sector 150 Noida,Sector 150 Noida,Super Built-up Area,"35,000 ","1,675",3,2,3.8,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1213,ACE Golfshire,2 BHK Flat for rent in Sector 150 Noida,Sector 150 Noida,Super Built-up Area,"25,000 ","1,195",2,2,3.8,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1214,ACE Golfshire,3 BHK Flat for rent in Sector 150 Noida,Sector 150 Noida,Super Built-up Area,"40,000 ","2,095",3,4,3.8,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1215,"Chattarpur, South Delhi","5 Bedroom Farm house for rent in Chattarpur, South Delhi","Chattarpur, South Delhi",Plot Area,7.5 Lac ,"43,560",5,6,0,28.503846,77.183032,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1216,"Dera Mandi, South Delhi","5 Bedroom Farm house for rent in Dera Mandi, South Delhi","Dera Mandi, South Delhi",Plot Area,9 Lac ,"43,560",5,6,0,28.4450857,77.1459932,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1217,modern farmhouse,"5 Bedroom Farm house for rent in Chattarpur, South Delhi","Chattarpur, South Delhi",Plot Area,8 Lac ,"43,560",5,6,0,28.503846,77.183032,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1218,"Dera Mandi, South Delhi","5 Bedroom Farm house for rent in Dera Mandi, South Delhi","Dera Mandi, South Delhi",Plot Area,5 Lac ,"54,450",5,5,0,28.4450857,77.1459932,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1219,DLF Hamilton Court,"3 BHK Flat for rent in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",Super Built-up Area,1.5 Lac ,"2,640",3,4,4.1,28.503444950000002,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1220,DLF Hamilton Court,"3 BHK Flat for rent in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",Super Built-up Area,1.55 Lac ,"2,640",3,5,4.1,28.503444950000002,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1221,DLF Hamilton Court,"3 BHK Flat for rent in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",Super Built-up Area,1.25 Lac ,"2,640",3,4,4.1,28.503444950000002,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1222,Signature The Roselia,2 BHK Flat for rent in Sector 95A Gurgaon,Sector 95A Gurgaon,Carpet Area,"16,000 ",643,2,2,3.6,28.47224985,76.96540457531492,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1223,Purva Skydale,"3 BHK Flat for rent in Harlur, Bangalore South","Harlur, Bangalore South",Super Built-up Area,"60,000 ","1,700",3,3,0,12.905892349999998,77.67546495618612,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1224,M3M Golfestate,3 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,1.75 Lac ,"3,243",3,4,4.5,28.404235399999997,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1225,Salcon The Verandas,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,4 Lac ,"4,495",4,6,0,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1226,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,3.75 Lac ,"4,022",4,5,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23821/12/476432036M-1709122204608.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432014M-1709122192833.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432016M-1709122204518.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432032M-1709122207764.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432030M-1709122193496.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432024M-1709122201332.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432012M-1709122201058.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432022M-1709122193508.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432026M-1709122193408.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432018M-1709122193303.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432200M-1709122200897.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432020M-1709122204327.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432034M-1709122193405.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432028M-1709122201370.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432202M-1709122193450.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432206M-1709122193361.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432204M-1709122201430.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432210M-1709122193552.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432212M-1709122201202.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432214M-1709122193408.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432218M-1709122193021.jpg', 'https://imagecdn.99acres.com/media1/23821/12/476432216M-1709122204766.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1227,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,3.5 Lac ,"3,532",4,5,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23821/4/476424474M-1709120937552.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1228,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,4 Lac ,"4,969",4,6,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1229,DLF The Crest,3 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,2.75 Lac ,"2,686",3,3,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1230,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","Kharadi, Pune",Super Built-up Area,"35,000 ","1,100",2,2,0,18.5512763,73.9416575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1231,Sri Aditya Le Grandiose,"3 BHK Flat for rent in Jubilee Hills, Hyderabad","Jubilee Hills, Hyderabad",Super Built-up Area,1.75 Lac ,"2,832",3,3,0,17.4308362,78.4102882,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1232,Vibra Park Enclave,"2 BHK Flat for rent in Chinna Chokkikulam, Madurai","Chinna Chokkikulam, Madurai",Carpet Area,"17,500 ",850,2,2,0,9.9261153,78.1140983,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1233,"Mundi Kharar, Mohali","3 Bedroom House for rent in Mundi Kharar, Mohali","Mundi Kharar, Mohali",Plot Area,"18,000 ","1,785",3,3,0,30.7041168,76.7176885,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1234,Vimal Residency,"3 BHK Flat for rent in Bapu Nagar, Jaipur","Bapu Nagar, Jaipur",Built-up Area,"50,000 ","1,850",3,3,0,26.8850735,75.8009576,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1235,SLV Nivas,"3 BHK Flat for rent in Pattandur Agrahara ECC Road Whitefield, Others","Pattandur Agrahara ECC Road Whitefield, Others",Carpet Area,"50,000 ","1,515",3,2,0,14.1688266,121.2415369,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1236,"Parmeshwar Banglows, Tawadia Road Mahesana","3 Bedroom House for rent in visnagar link road, Mahdana, Mahesana","visnagar link road, Mahdana, Mahesana",Plot Area,"18,500 ","1,250",3,4,0,23.6015557,72.3867981,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1237,"Gopala Gowda Extension, Shimoga","2 BHK Independent Builder Floor for rent in Gopala Gowda Extension, Shimoga","Gopala Gowda Extension, Shimoga",Carpet Area,"22,000 ","1,215",2,2,0,13.9326093,75.574978,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1238,Pragnya Bridge County,"3 Bedroom House for rent in Diwancheruvu, Rajahmundry","Diwancheruvu, Rajahmundry",Plot Area,"23,000 ","4,000",3,3,3.9,17.0453119,81.8199706,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1239,Uday Giri Extention,"3 Bedroom House for rent in Shankaripuram, Hassan","Shankaripuram, Hassan",Plot Area,"15,000 ","1,200",3,2,0,13.00427925,76.11302330929215,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1240,"DLF Phase 2, Gurgaon","4 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,1.4 Lac ,"2,650",4,3,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1241,Kohinoor City Phase 2,"3 BHK Flat for rent in Kurla west, Mumbai","Kurla west, Mumbai",Super Built-up Area,"80,000 ","1,800",3,3,0,19.0686026,72.876583,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1242,Kohinoor City Phase 2,"4 BHK Flat for rent in Kurla west, Mumbai","Kurla west, Mumbai",Super Built-up Area,1.3 Lac ,"3,000",4,4,0,19.0686026,72.876583,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1243,Arkade Earth,"1 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Super Built-up Area,"38,000 ",700,1,2,0,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1244,Orchid Petals,4 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,"72,000 ","2,570",4,5,4.1,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1245,Runwal Bliss,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Super Built-up Area,"53,000 ",838,2,2,0,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1246,Runwal Bliss,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Carpet Area,"50,000 ",630,2,2,0,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1247,Runwal Bliss,"3 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Super Built-up Area,"70,000 ","1,662",3,3,0,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1248,on request,"2 BHK Flat for rent in Sector 5 Ulwe, Navi Mumbai","Sector 5 Ulwe, Navi Mumbai",Built-up Area,"25,000 ","1,150",2,2,0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1249,Orchid Petals,3 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,"67,000 ","2,070",3,4,4.1,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1250,"Lajpat Nagar 1, South Delhi","3 BHK Independent Builder Floor for rent in Lajpat Nagar 1, South Delhi","Lajpat Nagar 1, South Delhi",Carpet Area,"59,000 ","1,400",3,3,0,28.5656816,77.2405166,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1251,Vatika City,3 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,"67,000 ","2,440",3,4,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23262/7/465247392M-1704361844826.jpg', 'https://imagecdn.99acres.com/media1/23262/7/465247370M-1704361790966.jpg', 'https://imagecdn.99acres.com/media1/23262/7/465247940M-1704361917572.jpg', 'https://imagecdn.99acres.com/media1/23262/5/465245476M-1704361580086.jpg', 'https://imagecdn.99acres.com/media1/23262/5/465245890M-1704361685442.jpg', 'https://imagecdn.99acres.com/media1/23262/6/465246546M-1704361784481.jpg', 'https://imagecdn.99acres.com/media1/23262/5/465245292M-1704361512604.jpg', 'https://imagecdn.99acres.com/media1/23262/6/465246496M-1704361686989.jpg', 'https://imagecdn.99acres.com/media1/23262/7/465247366M-1704361788818.jpg', 'https://imagecdn.99acres.com/media1/23262/5/465245752M-1704361582972.jpg', 'https://imagecdn.99acres.com/media1/23262/6/465246534M-1704361692832.jpg', 'https://imagecdn.99acres.com/media1/23262/7/465247726M-1704361907229.jpg', 'https://imagecdn.99acres.com/media1/23262/7/465247914M-1704361911523.jpg', 'https://imagecdn.99acres.com/media1/23262/8/465248288M-1704361983446.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1252,Vatika City,3 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,"65,000 ","2,251",3,4,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23261/14/465234162M-1704360045130.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1253,Unitech Escape,"2 BHK Flat for rent in Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",Super Built-up Area,"50,000 ","1,623",2,2,3.9,28.41505085,77.06429550564044,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1254,BPTP Discovery Park,3 BHK Flat for rent in Sector 80 Faridabad,Sector 80 Faridabad,Super Built-up Area,"31,500 ","1,848",3,3,4.1,28.4031478,77.3105561,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1255,"Chattarpur, South Delhi","3 BHK Independent Builder Floor for rent in Chattarpur, South Delhi","Chattarpur, South Delhi",Carpet Area,"26,000 ","1,200",3,2,0,28.503846,77.183032,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1256,on request,"3 BHK Flat for rent in Chattarpur Enclave Phase 2, South Delhi","Chattarpur Enclave Phase 2, South Delhi",Carpet Area,"26,000 ","1,300",3,2,0,28.50357115,77.18845114999999,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1257,Unitech Espace,"4 Bedroom House for rent in Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",Plot Area,1.5 Lac ,"2,340",4,4,0,28.41505085,77.06429550564044,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1258,"Sector 55, Gurgaon",4 BHK Independent Builder Floor for rent in Sector 55 Gurgaon,Sector 55 Gurgaon,Carpet Area,"80,000 ","2,700",4,4,0,28.4274166,77.1097538,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1259,Ireo The Corridors,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,"45,000 ","1,484",2,2,0,28.47224985,76.96540457531492,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1260,DLF The Skycourt,3 BHK Flat for rent in Sector 86 Gurgaon,Sector 86 Gurgaon,Super Built-up Area,"50,000 ","1,929",3,3,0,28.3981205,76.9411257,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1261,Ireo Skyon,3 BHK Flat for rent in Sector 60 Gurgaon,Sector 60 Gurgaon,Carpet Area,"75,000 ","2,045",3,3,4.0,28.3985617,77.0978276,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1262,Ireo The Grand Arch,3 BHK Flat for rent in sector 58 Gurgaon,sector 58 Gurgaon,Super Built-up Area,1 Lac ,"2,427",3,3,4.0,28.4160012,77.1085564,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1263,Utalika Luxury,"4 BHK Flat for rent in EM Bypass, Kolkata South","EM Bypass, Kolkata South",Super Built-up Area,1.25 Lac ,"3,800",4,4,0,22.4691137,88.3912631,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1264,Ireo Victory Valley,3 BHK Flat for rent in Sector 67 Gurgaon,Sector 67 Gurgaon,Super Built-up Area,"75,000 ","2,440",3,3,4.1,28.3864052,77.0598046,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
